prompt,completion
"Do the two product descriptions refer to the same real-world product? Entity 1: 'HDD 35 4TB Seagate IronWolf Pro NAS ST4000NE001'. Entity 2: 'HD 3,5 4TB 7200RPM IRONWOLF PRO 128 MB SATA3 SEAGATE'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Buy Quality Replica Omega Seamaster Planet Ocean 600M Steel Chronometer Chronograph Watch 215.30.46.51.01.001'. Entity 2: 'GIGABYTE Radeon RX 5500 XT OC - 4GB GDDR6 RAM - Grafikkort'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ubiquiti UVC-G3-FLEX-3 UniFi Protect G3 FLEX Camera 3-Pack'. Entity 2: 'AAA Replica Omega Seamaster Planet Ocean 600M Chronograph Stainless Steel Blue Watch 215.30.46.51.03.001'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother HL-L6300DW Business Laser Printer for Mid-Size Workgroups -HL-L6300DW'. Entity 2: 'Epson T6923 Ultrachrome XD rautt Ink 110ml'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'KINGSTON 64GB USB 3.0 DataTraveler SE9 G2 (Kovový) DTSE9G2/64GB'. Entity 2: 'Buy Quality Replica Tag Heuer Monaco Steve McQueen Chronograph Watch CAW211P.FC6356'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr'. Entity 2: 'Swiss Military Hanowa Flagship 06-5161.2.04.003'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sony SEL24240 FE 24-240mm f/3.5-6.3 OSS Zoom Lens for Mirrorless Cameras'. Entity 2: 'WD My Passport - 1 TB'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 GigE PoE 370W, 2 x 10G SFP+, LAN Base'. Entity 2: '8GB Corsair ValueSelect DDR4-2133 DIMM CL15 Single'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair ML140 PRO RGB LED 140MM PWM Premium Magnetic Levitation Fan - Single Pack'. Entity 2: 'Corsair ML140 Pro LED, Red, 140mm Premium Magnetic Levitation Fan'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung Portable SSD T7 Touch - Black - 2TB'. Entity 2: 'Samsung T7 Touch Portable SSD Drive [1TB](Silver)'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB: 2 x 4 GB - DIMM 240-pin - unbuffered'. Entity 2: 'Brother HL-L6200DW Business Laser Printer'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's Notebook Starter Kit (Passport Size) - Blue'. Entity 2: 'Manfrotto XPRO Fluid Tripod Head with Fluidity Selector'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'DJI Mavic Pro automobilinis įkroviklis / Car Charger'. Entity 2: 'DJI Mavic Air Car Charger'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC RBC140 Replacement Battery Cartridge'. Entity 2: 'APC (APCRBC110) REPLACEMENT BATTERY CATRIDGE #110'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: '3M - Lightweight 300 Privacy Filter PF322WSkjermfilter mot innsyn, m/ramme 20\""-23\""W (30,7 x 48,5)'. Entity 2: '3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother HL-L8360CDW Laser Printer'. Entity 2: 'Canon PGI-29 Ink Tank Grey 4871B001AA CO68194'.,No
