prompt,completion
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Garmin Forerunner 945 LTE GPS Running Watch with Black Band'. Entity 2: 'Garmin Fenix 6 Pro Solar, Premium Multisport GPS Watch with Black Band'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Garmin Black fenix 5S Sapphire Watch with Black Band'. Entity 2: 'Garmin Venu 2 Plus, GPS Smartwatch with Black Band'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Garmin Black fenix 5S Sapphire Watch with Black Band'. Entity 2: 'Samsung Galaxy Watch 4 Classic, 46mm, Black'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Garmin Black fenix 5S Sapphire Watch with Black Band'. Entity 2: 'Apple Watch Series 7 GPS, 45mm, Midnight Aluminum Case with Black Sport Band'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis, High Roller II, Tire, 27.5''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black'. Entity 2: 'Maxxis, High Roller II, Tire, 27.5''x2.50, Folding, Tubeless Ready, 3C Maxx Speed, EXO, Wide Trail, 60TPI, Black'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis, High Roller II, Tire, 27.5''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black'. Entity 2: 'Maxxis, High Roller II, Tire, 29''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis, High Roller II, Tire, 27.5''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black'. Entity 2: 'Maxxis, Minion DHF, Tire, 27.5''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis, High Roller II, Tire, 27.5''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black'. Entity 2: 'Maxxis, High Roller II, Tire, 27.5''x2.30, Folding, Tubeless Ready, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Vengeance DDR3 1600MHz 8GB'. Entity 2: 'Corsair DDR3 1600MHz 8GB Memory Module'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'G.Skill Ripjaws X Series DDR3 1600MHz 8GB'. Entity 2: 'G.Skill Ripjaws DDR3 1600MHz 8GB (2x4GB)'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial Ballistix Sport DDR3 1600MHz 8GB'. Entity 2: 'Crucial DDR3 1600MHz 8GB Single Module'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Patriot Viper 3 DDR3 1600MHz 8GB'. Entity 2: 'Patriot Viper DDR3 1600MHz 8GB (2x4GB)'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother TN200 toner laser x HL720-730-760'. Entity 2: 'Brother TN200 toner cartridge for HL720-730-760'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother TN200 toner laser x HL720-730-760'. Entity 2: 'Canon 104 Black Toner Cartridge for LBP-2900'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother TN200 toner laser x HL720-730-760'. Entity 2: 'HP 85A Black Toner Cartridge for LaserJet P1102'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother TN200 toner laser x HL720-730-760'. Entity 2: 'Samsung MLT-D111S Black Toner for Xpress M2020'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'AMD Ryzen 5 2400G Processor, 3.6 GHz, 65W, AM4, Radeon Vega Graphics'. Entity 2: 'AMD Ryzen 5 2400G, 4 Cores, 3.9 GHz Max Boost, AM4, Integrated Vega Graphics'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'AMD Ryzen 5 2400G, 3.6 GHz, 4 Cores, AM4, Radeon Vega 11 Graphics'. Entity 2: 'AMD Ryzen 5 2600, 3.4 GHz, 6 Cores, AM4, Radeon Vega Graphics'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'AMD Ryzen 5 2400G, 3.6 GHz, 4 Cores, AM4, Radeon Vega Graphics'. Entity 2: 'AMD Ryzen 5 2400GE, 3.2 GHz, 4 Cores, AM4, Radeon Vega Graphics'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'AMD Ryzen 5 2400G, 3.6 GHz, 4 Cores, AM4, Radeon Vega Graphics'. Entity 2: 'AMD Ryzen 3 2200G, 3.5 GHz, 4 Cores, AM4, Radeon Vega Graphics'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'AMD Ryzen 5 2400G, 3.6 GHz, 4 Cores, AM4, Radeon Vega Graphics'. Entity 2: 'AMD Ryzen 5 2400G, 3.6 GHz, 4 Cores, AM4, Radeon Vega 8 Graphics'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Gigabyte Radeon RX 5600 XT OC 6G, 6144 MB GDDR6'. Entity 2: 'VGA GIGABYTE RADEON RX5600 XT OC 6GDDR6 1HDMI2.0 3DP1.4 7680X4320 A 60HZ CCLOCK1845MHZ MCLOCK14000MH'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Gigabyte Radeon RX 5500 XT OC 4G, 4096 MB GDDR6'. Entity 2: 'Gigabyte Radeon RX 5500 XT Gaming 4G, 4096 MB GDDR6'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Gigabyte Radeon RX 5500 XT OC 4G, 4096 MB GDDR6'. Entity 2: 'Gigabyte Radeon RX 5700 XT OC 8G, 8192 MB GDDR6'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Gigabyte Radeon RX 5500 XT OC 4G, 4096 MB GDDR6'. Entity 2: 'MSI Radeon RX 5500 XT MECH 4G, 4096 MB GDDR6'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM® Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base with 1"" Ball, Medium Arm and RAM® X-Grip® for Phones'. Entity 2: 'RAM® Torque™ 1/2"" - 1"" Diameter Handlebar/Rail Base with 1"" Ball, Short Arm and RAM® X-Grip® for Phones'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM® Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base with 1"" Ball, Medium Arm and RAM® X-Grip® for Phones'. Entity 2: 'Kingston HyperX Fury 16GB DDR4-3200 - DIMM'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM® Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base with 1"" Ball, Medium Arm and RAM® X-Grip® for Phones'. Entity 2: 'G.Skill Ripjaws V Series 32GB DDR4-3600 - DIMM'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM® Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base with 1"" Ball, Medium Arm and RAM® X-Grip® for Phones'. Entity 2: 'Crucial Ballistix 16GB DDR4-3200 - DIMM'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Refurbished Cisco WS-C2960X-24TD-L 24-Port Gigabit Ethernet Switch with 2 SFP+ Ports'. Entity 2: 'Pre-owned Cisco WS-C2960X-24TD-L 24-Port 10/100/1000 Ethernet Switch with 2 SFP+ Ports'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Used Cisco WS-C2960X-24TD-L 24-Port 10/100/1000 Ethernet Switch with 2 SFP+ Ports'. Entity 2: 'New Cisco WS-C2960X-48TS-L 48-Port 10/100/1000 Ethernet Switch with 4 SFP Ports'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cisco WS-C2960X-24TD-L 24-Port Gigabit Ethernet Switch, 2 SFP+ Ports, Layer 2'. Entity 2: 'Cisco WS-C2960X-24PS-L 24-Port Gigabit Ethernet Switch, 2 SFP+ Ports, Layer 2'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cisco WS-C2960X-24TD-L 24-Port 10/100/1000 Ethernet Switch with 2 SFP+ Ports'. Entity 2: 'Cisco WS-C2960X-24TD-L 24-Port 10/100/1000 Ethernet Switch with 4 SFP+ Ports'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra Evolve 20 monaural wired USB headset'. Entity 2: 'Jabra Evolve 20 UC Mono USB Headset with Noise Cancellation'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra Evolve 20 monaural wired USB headset'. Entity 2: 'Jabra Evolve 30 Binaural USB Headset with Inline Controls'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra Evolve 20 monaural wired USB headset'. Entity 2: 'Jabra Evolve 20 SE Stereo USB Headset with Mute Button'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra Evolve 20 monaural wired USB headset'. Entity 2: 'Jabra Evolve 40 Mono USB Headset with Busy Light Indicator'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 970 EVO Plus 500GB NVMe M.2 Internal SSD'. Entity 2: 'WD Blue 3D NAND 500GB Internal PC SSD - SATA III 6 Gb/s'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial P5 500GB 3D NAND NVMe Internal SSD, up to 3400MB/s'. Entity 2: 'Crucial MX500 500GB 3D NAND SATA 2.5 Inch Internal SSD'.",No
