prompt,completion
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'HDD 35 4TB Seagate IronWolf Pro NAS ST4000NE001'. Entity 2: 'HD 3,5 4TB 7200RPM IRONWOLF PRO 128 MB SATA3 SEAGATE'.","Yes.  
attribute=brand|||values=Seagate###Seagate|||values=IronWolf Pro|||IronWolf Pro|||values=4TB###4TB|||values=3.5|||3.5|||values=missing###7200RPM|||values=missing###128 MB|||values=SATA3###SATA3"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Buy Quality Replica Omega Seamaster Planet Ocean 600M Steel Chronometer Chronograph Watch 215.30.46.51.01.001'. Entity 2: 'GIGABYTE Radeon RX 5500 XT OC - 4GB GDDR6 RAM - Grafikkort'.,"No.  
attribute=brand|||values=Omega###GIGABYTE|||values=Seamaster Planet Ocean 600M###Radeon RX 5500 XT OC|||values=Watch###Graphics Card|||values=Steel|||missing|||values=missing###4GB GDDR6"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Ubiquiti UVC-G3-FLEX-3 UniFi Protect G3 FLEX Camera 3-Pack'. Entity 2: 'AAA Replica Omega Seamaster Planet Ocean 600M Chronograph Stainless Steel Blue Watch 215.30.46.51.03.001'.,"No. 
attribute=brand|||values=Ubiquiti###AAA Replica|||values=UVC-G3-FLEX-3###Seamaster Planet Ocean 600M Chronograph|||values=Camera 3-Pack###Watch|||values=missing###Stainless Steel|||values=missing###Blue"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Brother HL-L6300DW Business Laser Printer for Mid-Size Workgroups -HL-L6300DW'. Entity 2: 'Epson T6923 Ultrachrome XD rautt Ink 110ml'.,"No.  
attribute=brand|||values=Brother###Epson|||values=HL-L6300DW###T6923|||values=Laser Printer###Ink|||values=missing###110ml|||values=Mid-Size Workgroups###missing"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'KINGSTON 64GB USB 3.0 DataTraveler SE9 G2 (Kovový) DTSE9G2/64GB'. Entity 2: 'Buy Quality Replica Tag Heuer Monaco Steve McQueen Chronograph Watch CAW211P.FC6356'.,"No.  
attribute=brand|||values=KINGSTON###Tag Heuer|||values=DataTraveler SE9 G2###Monaco Steve McQueen Chronograph|||values=64GB###missing|||values=Kovový###missing|||values=USB Flash Drive###Watch"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr'. Entity 2: 'Swiss Military Hanowa Flagship 06-5161.2.04.003'.,"No.  
attribute=brand|||values=Swiss Military Hanowa###Swiss Military Hanowa|||values=FLAGSHIP 06-5161.2.04.007###Flagship 06-5161.2.04.003|||values=Herrenuhr###missing|||values=06-5161.2.04.007###06-5161.2.04.003"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Sony SEL24240 FE 24-240mm f/3.5-6.3 OSS Zoom Lens for Mirrorless Cameras'. Entity 2: 'WD My Passport - 1 TB'.,"No.  
attribute=brand|||values=Sony###WD|||values=SEL24240 FE 24-240mm f/3.5-6.3 OSS Zoom Lens###My Passport|||values=Zoom Lens for Mirrorless Cameras###External Hard Drive|||values=missing###1 TB|||values=Mirrorless Cameras###missing"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Catalyst 2960-X 24 GigE PoE 370W, 2 x 10G SFP+, LAN Base'. Entity 2: '8GB Corsair ValueSelect DDR4-2133 DIMM CL15 Single'.","No.  
attribute=brand|||values=Catalyst###Corsair|||values=2960-X 24 GigE PoE 370W, 2 x 10G SFP+, LAN Base###ValueSelect DDR4-2133 DIMM CL15 Single|||values=Switch|||Corsair ValueSelect DDR4-2133 DIMM CL15 Single|||values=missing###8GB|||values=370W###missing|||values=GigE, 10G SFP+###DDR4"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Corsair ML140 PRO RGB LED 140MM PWM Premium Magnetic Levitation Fan - Single Pack'. Entity 2: 'Corsair ML140 Pro LED, Red, 140mm Premium Magnetic Levitation Fan'.","No.  
attribute=brand|||values=Corsair###Corsair|||values=ML140 PRO RGB LED###ML140 Pro LED|||values=140MM###140mm|||values=PWM Premium Magnetic Levitation Fan###Premium Magnetic Levitation Fan|||values=RGB LED###Red|||values=Single Pack###missing"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Samsung Portable SSD T7 Touch - Black - 2TB'. Entity 2: 'Samsung T7 Touch Portable SSD Drive [1TB](Silver)'.,"No.  
attribute=brand|||values=Samsung###Samsung|||values=T7 Touch###T7 Touch|||values=2TB###1TB|||values=Black###Silver"
