prompt,completion
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal'. Entity 2: 'cinegray ezframe series fixed frame screen - 150 diagonal'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'san diego padres iphone 4 case silicone cover'. Entity 2: 'georgia bulldogs iphone 4 case silicone cover'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'innovera d3010 black compatible high-yield toner print cartridge'. Entity 2: 'premium compatible hp 11x toner cartridge hp q6511x . black print cartridge high yield hp 12000 pages . .'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-plex base rear projection screen - 57 3 4 x 77 video format'. Entity 2: 'da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'pc treasures wireless optical mouse 2.4 ghz purple'. Entity 2: 'inland pro 2.4 ghz wireless optical mouse'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'hon metal bookcase 34-1 2w x 12-5 8d x 81-1 8h'. Entity 2: 'new-hon s60abcq - metal bookcase 4 shelves 34-1 2w x 12-5 8d x 59h light gray - hons60abcq'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'msi ati radeon hd6670 1gb ddr5 pci-express video card'. Entity 2: 'xfx ati radeon hd6570 1 gb ddr3 vga dvi hdmi pci-express video card hd657xzhf2'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'sumdex slr camera sling pack'. Entity 2: 'slr camera sling pack'.,Yes
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'xerox 108r00645 imaging unit for phaser 6300 and 6350 printer'. Entity 2: 'xerox printers imaging unit phaser 6300 6350 108 r00645'.,Yes
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'hp ce278a black laserjet print cartridge'. Entity 2: 'hp 85a laserjet black toner print cartridge - retail packaging ce285a'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'micronet mde1000 1tb fantom g-force megadisk usb 2.0 esata raid sub system'. Entity 2: 'fantom g force megadisk 4 tb usb 2.0 esata mde4000'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'toshiba ph3100u-1e3s 1tb usb 3.0 desktop hard drive'. Entity 2: 'toshiba 1 tb usb 3.0 external hard drive ph3100u-1e3s black silver'.,Yes
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'incipio smart feather for apple ipad 2 light blue'. Entity 2: 'incipio ipad-209 feather for apple ipad 2 - iridescent purple'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'avery shipping labels for color laser copier 3-3 4 x 4-3 4 matte white 100 pack'. Entity 2: 'avery 5692 - laser cd dvd labels matte white 40 pack'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-plex standard rear projection screen - 60 x 80 video format'. Entity 2: 'da-plex standard rear projection screen - 96 x 96 av format'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'sharpie retractable permanent markers fine point set of 12 black'. Entity 2: 'new-sharpie 32730pp - retractable permanent markers fine point assorted 8 set - san32730pp'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'nzxt phantom crafted series atx full tower steel chassis black'. Entity 2: 'nzxt crafted series atx full tower steel chassis - phantom white with red trim computer case cs-nt-phan-wnr white red'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite high power model b manual screen with csr - 60 x 80 video format'. Entity 2: 'honey maple veneer model b manual screen with high power fabric - av format size 60 x 60'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'sharpie permanent markers fine point - black - 12 count'. Entity 2: 'new-sharpie 37001 - permanent markers ultra fine point black dozen - san37001'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-glas deluxe rear projection screen - 50 x 50 av format'. Entity 2: 'da-lite 27639 da-glas standard rear projection screen 72 x 96 video format'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'canon powershot a3300 is black 16.0 mp digital camera with 5x optical zoom 3.0 lcd 720p video w 50 bonus prints'. Entity 2: 'canon powershot a470 7.1 mp digital camera with 3.4 x optical zoom gray'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'elite screens cinegray prime vision series fixed frame screen - 135 diagonal'. Entity 2: 'powergain prime vision series fixed frame screen - 120 diagonal'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'amzer anti-glare screen protector for ipad 2'. Entity 2: 'mygear products 2 clear 2 anti-glare 2 anti-fingerprint combo pack screen protectors for ipad 2 combo pack'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'elite m85xws1 screens manual pull down projection screen'. Entity 2: 'dalite manual wall and ceiling screen accessory pull rod projection screen'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-plex deluxe rear projection screen - 50 1 2 x 67 1 4 video format'. Entity 2: 'da-lite 27512 da-plex unframed rear projection screen - 72 x 96 video format'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'netgear powerline av 500 adapter'. Entity 2: 'netgear xav5001 powerline av 500 adapter'.,Yes
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'c-line top-load poly sheet protectors heavy gauge letter 200ct'. Entity 2: 'new-c-line 61008 - top-load poly sheet protectors super-heavy letter non-glare 50 box - cli61008'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'asus radeon hd5570 1gb ddr5 pci express graphics card'. Entity 2: 'visiontek ati radeon hd 5550 1 gb ddr pci express graphics card 900331'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-plex deluxe rear projection screen - 36 x 48 video format'. Entity 2: 'da-glas base rear projection screen - 43 1 4 x 57 3 4 video format'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite dual vision tensioned advantage deluxe electrol - hdtv format 92 diagonal'. Entity 2: 'da-lite tensioned advantage deluxe electrol - projection screen motorized - 92 in - 16 9 - pearlescent'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format'. Entity 2: 'da-lite 27903 da-plex self trimming rear projection screen - 96 x 120 av format'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'chicago cubs pink iphone 4 hard case'. Entity 2: 'chicago bulls iphone 3g duo case'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-glas deluxe rear projection screen - 96 x 96 av format'. Entity 2: 'da-plex standard rear projection screen - 96 x 96 av format'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite high power designer contour manual screen with csr - 50 x 67 video format'. Entity 2: 'high power designer contour manual screen with csr and top black drop - 45 x 80 hdtv format size 52 x 92'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'hon 10700 series right pedestal credenza 72w x 24d x 29-1 2h mahogany'. Entity 2: 'new-hon 10546lnn - 10500 series 3 4-height left pedestal credenza 72w x 24d x 29-1 2h mahogany - hon10546lnn'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite video spectra 1.5 model c with csr manual screen - 69 x 92 video format'. Entity 2: 'da-lite deluxe model b video spectra 1.5 - projection screen'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'iomega 1tb ego desktop usb 2.0 portable hard drive - midnight blue'. Entity 2: 'iomega ego helium 320 gb usb 2.0 portable external hard drive 34943'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'evga geforce 210 512mb ddr3 pci express graphics card'. Entity 2: 'pny geforce 9600gt 512 mb ddr3 pci-express graphics card vcg96512gxpb'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'genius agama m-300 retractable mini mouse - optical - usb - black'. Entity 2: 'iconcepts usb mini retractable mouse - mouse - 3 button s - wired - usb - black'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'pc treasures clickit classic mouse black'. Entity 2: 'pc treasures clickit classic mouse - navy 07669'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-plex self trimming rear projection screen - 96 x 120 av format'. Entity 2: 'da-lite da-glas thru-the-wall rear projection screen - 72 x 96 video format'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'visontek wireless candyboard mini keyboard with touchpad'. Entity 2: 'visiontek candyboard bluetooth wireless mini keyboard with touchpad 900335 black'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'hp c6020b coated paper 1 roll 36-inches x 150 ft'. Entity 2: 'hp universal coated paper 42 inches x 150 feet roll'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'belkin basic wireless n150 usb adapter'. Entity 2: 'belkin n150 wireless usb adapter latest generation'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite video spectra 1.5 deluxe model b manual screen - 50 x 67 video format'. Entity 2: 'da-lite model b with csr video spectra 1.5 - projection screen - 106 in'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'visiontek 900252 radeon hd 4650 1 gb 128-bit gddr2 pci express 2.0 graphics card .'. Entity 2: 'visiontek ati radeon hd 4670x2 2 gb ddr3 pci express graphics card 900307'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'hp c7971a lto ultrium 1 tape cartridge'. Entity 2: 'tandberg lto ultrium 100 200gb tape cartridge'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'sharpie permanent markers fine point - black - 12 count'. Entity 2: 'new-sharpie 1738519 - grip permanent marker fine point black dozen - san1738519'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite high power model b manual screen with csr - 84 x 84 av format'. Entity 2: 'medium oak veneer model b manual screen with high power fabric - av format size 60 x 60'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'snapshield p2 polycarbonate case ipad 2 smoke'. Entity 2: 'scosche snapshield p2 polycarbonate case ipad 2 - purple ipd2pcpu'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'panasonic slimz over-ear headphone black pink rp-hx40-pk'. Entity 2: 'panasonic rp-hje350-k slimz in-ear earbud headphones black'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'draper high contrast grey luma 2 manual screen - 60 x 60 av format'. Entity 2: 'high contrast matte white designer contour manual screen with csr - av format size 60 x 60'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-tex rear tensioned advantage electrol - av format 8 x 8 diagonal'. Entity 2: 'hc cinema perf tensioned advantage deluxe electrol - hdtv format size 92 diagonal'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format'. Entity 2: 'da-lite da-plex unframed rear projection screen - 108 x 144 video format'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'clickfree c2 500gb usb 3.0 portable external hard drive'. Entity 2: 'verbatim acclaim 320 gb usb 2.0 portable external hard drive 97185 blue'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'lexmark e450h11a toner 11000 page-yield black'. Entity 2: 'hewlettpkr q7516a hp 16a toner 12 000 page-yield black'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'smead acid-free poly folder 2 fasteners 1 3 cut top tab letter manila 24 box'. Entity 2: 'smead 17940 - folders two fasteners 1 3 cut assorted top tab legal yellow 50 box'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'xfx amd radeon hd 6950 1gb ddr5 graphics card'. Entity 2: 'xfx hd 6850 775m 1 gb ddr5 graphics card hd685xznfc'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'trendnet 24-port 10 100 1000 mbps switch'. Entity 2: 'netgear switch 24-pt 10 100mbps poe'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'guardian air step antifatigue polypropylene mat 36 x 60 black'. Entity 2: 'guardian 24020302 - air step antifatigue mat polypropylene 24 x 36 black'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'static cling screen protector kit for apple ipad 2'. Entity 2: 'green onions supply glossy screen protector for apple ipad'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'buffalo technology linkstation duo 1 tb 2 x 500 gb network attached storage ls-wx1 .0 tl r1'. Entity 2: 'buffalo technology linkstation pro quad 2 tb 4 x 500 gb raid network attached storage nas ls-qv2 .0 tl r5 black'.,No
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'crown tire-track scraper needlepunch polypropylene vinyl mat 48 x 72 anthracite'. Entity 2: 'new-crown te0035ac - tire-track scraper mat needlepunch polypropylene vinyl 36 x 60 anthracite - cwnte0035ac'.,No
