prompt,completion
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft visio standard 2007 version upgrade'. Entity 2: 'adobe cs3 design standard upgrade'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft mappoint 2006 with gps'. Entity 2: 'microsoft student with encarta premium 2008 complete package'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe after effects professional 7.0'. Entity 2: 'adobe flash cs3 professional ( mac )'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'motu digital performer 5 digital audio software competitive upgrade ( mac only )'. Entity 2: 'motu digital performer dp5 software music production software'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'illustrator cs3 13 mac ed 1u'. Entity 2: 'adobe illustrator cs3 for mac academic'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'quickbooks premier non-profit edition 2005'. Entity 2: 'quickbooks ( r )'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'mavis beacon typing 17 ( win/mac )'. Entity 2: 'broderbund mavis beacon teaches typing standard17'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe premiere pro cs3'. Entity 2: 'adobe soundbooth cs3 academic'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe photoshop cs2 advanced techniques by julieanne kost'. Entity 2: 'adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'reader rabbit learning system 1st grade'. Entity 2: 'dr. seuss reading learning system 2008 encore'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe premiere pro cs3 upgrade'. Entity 2: 'adobe cs3 design premium'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'punch ! home design architectural series 18'. Entity 2: 'punch software 17100 punch ! super home suite v. 3.0 complete product architectural 1 user complete productcomplete productstandard english pc'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: '3d home architect landscape designer v8'. Entity 2: 'encore inc 3d home architect home design deluxe version 9'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft crm professional cal 3.0 product upgrade license pack user cal'. Entity 2: 'c8a-00066 microsoft dynamics crm professional v. 3.0 product upgrade license 20'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft office frontpage 2003 academic version windows )'. Entity 2: 'microsoft windows vista business full version'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe creative suite cs3 web standard'. Entity 2: 'adobe creative suite 3 web standard complete package academic cd mac'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'printmaster gold v 17.0'. Entity 2: 'print master platinum v17'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft windows xp professional full version with sp2'. Entity 2: 'adobe production premium cs3 software suite for windows professional editing software'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft licenses win svr 2003 ext conn lic ( r3900292 )'. Entity 2: 'microsoft windows terminal server 2003 client additional license for users - 5 user ( 824048 )'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft office & windows training professional'. Entity 2: 'adobe after effects cs3 professional software for windows effects software'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'dk smart steps 3rd grade'. Entity 2: 'smart steps 4th grade ( jc )'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft office small business 2007 full version'. Entity 2: 'microsoft office 2004 std upgrade'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'best of card games ( jewel case )'. Entity 2: 'geometry ( win/mac ) ( jewel case ) ( 10158 )'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'instant immersion german audio'. Entity 2: 'topics entertainment instant immersion italian 2.0'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft powerpoint 2004 upgrade ( mac )'. Entity 2: 'microsoft ( r ) money 2004 standard'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'onone software pxl smartscale windows and macintosh )'. Entity 2: 'onone software inc. mpr-40212'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft visual studio team edition for software developers 2005 with msdn premium'. Entity 2: 'visual studio pro 2005 upgrade ( pc ) microsoft'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft word 2007 version upgrade'. Entity 2: 'microsoft word 2007 upgrade ( pc )'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft word 2007 version upgrade'. Entity 2: 'word mac 2004 upgrade microsoft d48-00488'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe dreamweaver cs3 upgrade [ mac ]'. Entity 2: 'adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'hoyle : classic collection 2006'. Entity 2: 'encore software 11052 hoyle : classic collection 2006 win 98 me 2000 xp'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe indesign cs3 upgrade from pagemaker [ mac ]'. Entity 2: 'adobe cs3 design premium academic'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'midway arcade treasures ( jewel case )'. Entity 2: 'cross stitch design studio ( jewel case ) ( 8006 )'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'digital vault'. Entity 2: 'digital video & audio prod book'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft windows vista business full version [ dvd ]'. Entity 2: 'microsoft powerpoint mac 2004 version upgrade'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'zero-g pro pack for garageband ( appleloops )'. Entity 2: 'apple garageband jam pack : symphony orchestra'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft asp net web matrix'. Entity 2: 'microsoft ( r ) word 2007'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'instant immersion german deluxe 2.0'. Entity 2: 'instant immersion japanese 2.0'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'punch ! professional home design platinum v10'. Entity 2: 'punch software 41100 punch ! home design architectural series 18'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'instant immersion german deluxe 2.0'. Entity 2: 'instant immers french dlx 2'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe creative suite cs3 design standard [ mac ]'. Entity 2: '19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft crm small business ed cal 3.0 license pack user cal'. Entity 2: 'r18-00144 microsoft windows server license & software assurance 1 cal open business'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'digidesign music production toolkit ( pro tools le )'. Entity 2: 'apple/emagic logic pro 7.2 software music production software'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe creative suite cs3 master collection upsell'. Entity 2: 'adobe cs3 after effects'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'hoyle kids ' games jc'. Entity 2: 'hoyle card games'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'net ad creator'. Entity 2: 'laughingbird the logo creator'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'reel deal slots 2.0 for pc'. Entity 2: 'phantom efx reel deal slots v 2.0'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe creative suite cs3 web standard [ mac ]'. Entity 2: 'adobe production premium cs3 software suite for mac av production software'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe creative suite cs3 design premium upsell [ mac ]'. Entity 2: '19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'windows vista business spanish full version [ dvd ]'. Entity 2: 'microsoft windows vista business full version'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'quickbooks pos : pro multistore 6.0'. Entity 2: 'quickbooks ( r ) pro 2007 edition 3-user'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft office mac 2004 english 3pk dsp 731-01163 )'. Entity 2: 'microsoft ( r ) office word 2004 for mac full version'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'instant immersion spanish deluxe 2.0'. Entity 2: 'instant immersion italian 2.0'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc )'. Entity 2: 'adobe acrobat v8 .0 professional for mac'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'apple final cut studio 2 ( mac )'. Entity 2: 'adobe flash cs3 professional ( mac )'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'reference success deluxe 2006'. Entity 2: 'high school success deluxe 2006'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft windows vista business 32-bit for system builders'. Entity 2: 'microsoft ( r ) windows vista ( tm ) home basic'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft visual studio professional 2005 upgrade'. Entity 2: 'microsoft ( r ) excel 2007'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'peachtree by sage premium accounting 2007'. Entity 2: 'sage ( ptree ) vernfp2007rt premium accounting for nonprofits 2007'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe creative suite cs3 production premium'. Entity 2: 'adobe cs3 production premium upgrade'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft sql server developer edition 2005 cd/dvd'. Entity 2: '395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'computrace lojack for laptops 1 year license ( mac )'. Entity 2: 'lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'valuesoft tune transfer for ipod software for windows xp'. Entity 2: 'pinnacle mobile media converter software for windows ipod software'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'sibelius 4 professional edition'. Entity 2: 'sibelius sibelius 5 software music production software'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft entertainment pack ce'. Entity 2: 'entertainment partners ep budgeting for film'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe premiere pro 2.0'. Entity 2: 'premiere pro cs3 mac upgrade'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft office small business 2007'. Entity 2: 'microsoft windows vista business retail no open box returns'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'world of rainbow fish'. Entity 2: 'world of rainbow fish ( a9839m2h )'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'mcafee internet security suite 2007 3 users'. Entity 2: 'f-secure internet security 2007 3 pcs ( global marketing partners )'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'sonicwall gms standard edition 10 node license'. Entity 2: '01-ssc-7309 sonicwall cfs standard edition for sonicwall pro 1260/2040/3060 / 4060 subscript'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft windows vista ultimate full version [ dvd ]'. Entity 2: 'microsoft ( r ) windows vista ( tm ) home premium'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'irispen express translator'. Entity 2: 'iris inc irispen express translator'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft office 2004 standard upgrade ( mac )'. Entity 2: 'microsoft mappoint 2006 with gps locator ( pc )'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe indesign cs3 upgrade from pagemaker'. Entity 2: 'adobe dreamweaver cs3 upgrade windows'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft powerpoint 2004 ( mac )'. Entity 2: 'microsoft ( r ) office ultimate 2007'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microspot macdraft professional ( mac )'. Entity 2: 'adobe acrobat v8 .0 professional for mac'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 )'. Entity 2: 'adobe photoshop cs3 extended complete package 1 user academic cd mac'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'snap ! spelling ( jewel case )'. Entity 2: 'spelling'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'netmanage rumba unix-hp edition v. 7.3 upgrade license 902453-006 )'. Entity 2: 'bhe3dus installanywhere enterprise edition v. 8 product upgrade license + 1 year'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'zonealarm internet security suite'. Entity 2: 'panda software panda internet security 2007'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'mediafour macdrive 6 for windows'. Entity 2: 'quark quarkxpress 7 upgrade for mac & windows'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft office student and teacher edition 2004 macintosh'. Entity 2: 'microsoft ( r ) office 2004 for mac student and teacher edition'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft visio standard 2007 version upgrade'. Entity 2: 'microsoft office visio standard 2007 upgrade ( pc )'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'quicken 2007 premier'. Entity 2: 'quickbooks pro 2007 3 user'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'microsoft office 2004 standard upgrade ( mac )'. Entity 2: 'microsoft ( r ) word 2007'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'peachtree by sage premium accounting 2007'. Entity 2: 'laser checks for peachtree ( r ) accounting for windows 8.0-2005'.,No
