prompt,completion
"Do the two product descriptions refer to the same real-world product? Entity 1: 'nan HDD 35 4TB Seagate IronWolf Pro NAS ST4000NE001 154.10 nan'. Entity 2: 'nan HD 3,5 4TB 7200RPM IRONWOLF PRO 128 MB SATA3 SEAGATE  153.99 EUR'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'nan Buy Quality Replica Omega Seamaster Planet Ocean 600M Steel Chronometer Chronograph Watch 215.30.46.51.01.001 nan nan'. Entity 2: 'nan GIGABYTE Radeon RX 5500 XT OC - 4GB GDDR6 RAM - Grafikkort  2322.00 NOK'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'nan Ubiquiti UVC-G3-FLEX-3 UniFi Protect G3 FLEX Camera 3-Pack $‎234.95 USD'. Entity 2: 'nan AAA Replica Omega Seamaster Planet Ocean 600M Chronograph Stainless Steel Blue Watch 215.30.46.51.03.001  nan nan'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother Brother HL-L6300DW Business Laser Printer for Mid-Size Workgroups -HL-L6300DW 479.98 USD'. Entity 2: 'nan Epson T6923 Ultrachrome XD rautt Ink 110ml  16371 ISK'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'KINGSTON KINGSTON 64GB USB 3.0 DataTraveler SE9 G2 (Kovový) DTSE9G2/64GB 369.00 czk'. Entity 2: 'nan Buy Quality Replica Tag Heuer Monaco Steve McQueen Chronograph Watch CAW211P.FC6356  nan nan'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'nan Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr 378,00 лв BGN'. Entity 2: 'SWISS MILITARY HANOWA Swiss Military Hanowa Flagship 06-5161.2.04.003  6145.0000 UAH'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sony Sony SEL24240 FE 24-240mm f/3.5-6.3 OSS Zoom Lens for Mirrorless Cameras 998.00 USD'. Entity 2: 'WD WD My Passport - 1 TB  54.98 EUR'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'nan Catalyst 2960-X 24 GigE PoE 370W, 2 x 10G SFP+, LAN Base 33099.85 HKD'. Entity 2: 'Corsair 8GB Corsair ValueSelect DDR4-2133 DIMM CL15 Single  33.99 nan'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Corsair ML140 PRO RGB LED 140MM PWM Premium Magnetic Levitation Fan - Single Pack 32.98 GBP'. Entity 2: 'nan Corsair ML140 Pro LED, Red, 140mm Premium Magnetic Levitation Fan  77.96 AUD'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'nan Samsung Portable SSD T7 Touch - Black - 2TB 3076.00 DKK'. Entity 2: 'nan Samsung T7 Touch Portable SSD Drive [1TB](Silver)  319 AUD'.,No
